country,continent,total,year,lifeExp,pop,gdpPercap
Australia,Oceania,21614512.31372,1962,70.93,10794968,12217.226859999999
Australia,Oceania,23773722.4493,1967,71.1,11872264,14526.12465
Australia,Oceania,26387721.11896,1972,71.93,13177000,16788.62948
Australia,Oceania,28185015.37502,1977,73.49,14074100,18334.197509999998
Australia,Oceania,30407503.49856,1982,74.74,15184200,19477.009280000002
Australia,Oceania,32558428.41806,1987,76.32,16257249,21888.889030000002
Australia,Oceania,35010958.65366,1992,77.56,17481977,23424.76683
Australia,Oceania,37184639.533139996,1997,78.83,18565243,26997.936569999998
Australia,Oceania,39155120.249460004,2002,80.37,19546792,30687.75473
Australia,Oceania,40937385.20488,2007,81.235,20434176,34435.367439999995
Austria,Europe,13867951.752984,1952,66.8,6927772,6137.076492
Austria,Europe,13949540.15606,1957,67.48,6965860,8842.59803
Austria,Europe,14281368.52222,1962,69.54,7129864,10750.721109999999
Austria,Europe,14779805.4848,1967,70.14,7376998,12834.6024
Austria,Europe,15121866.5112,1972,70.63,7544201,16661.6256
Austria,Europe,15176503.1846,1977,72.17,7568430,19749.4223
Austria,Europe,15192566.527239999,1982,73.18,7574613,21597.083619999998
Austria,Europe,15205331.532140002,1987,74.94,7578903,23687.82607
Austria,Europe,15884174.11736,1992,76.04,7914969,27042.01868
Austria,Europe,16198098.86132,1997,77.51,8069876,29095.920660000003
Austria,Europe,16361617.17538,2002,78.98,8148312,32417.607689999997
Austria,Europe,16471978.6434,2007,79.829,8199783,36126.4927
Bahrain,Asia,260730.04753,1952,50.93899999999999,120447,9867.084765000001
Bahrain,Asia,300689.2629,1957,53.832,138655,11635.79945
Bahrain,Asia,369346.39628000004,1962,56.923,171863,12753.27514
Bahrain,Asia,434093.1914,1967,59.923,202182,14804.6727
Bahrain,Asia,498263.91677999997,1972,63.3,230800,18268.65839
Bahrain,Asia,633631.38992,1977,65.593,297410,19340.10196
Bahrain,Asia,794494.3986200001,1982,69.05199999999999,377967,19211.14731
Bahrain,Asia,946413.54812,1987,70.75,454612,18524.02406
Bahrain,Asia,1097198.3603400001,1992,72.601,529491,19035.579169999997
Bahrain,Asia,1237853.8835800001,1997,73.925,598561,20292.01679
Bahrain,Asia,1359750.70854,2002,74.795,656397,23403.559269999998
Bahrain,Asia,1476889.36668,2007,75.635,708573,29796.048339999998
Bangladesh,Asia,93775161.45634319,1952,37.484,46886859,684.2441716
Bangladesh,Asia,102732337.97091539,1957,39.348,51365468,661.6374577
Bangladesh,Asia,113680033.1151076,1962,41.216,56839289,686.3415537999999
Bangladesh,Asia,125645297.2781724,1967,43.453,62821884,721.1860862000001
Bangladesh,Asia,141519940.971253,1972,45.251999999999995,70759295,630.2336265
Bangladesh,Asia,160858025.60046437,1977,46.923,80428306,659.8772322000001
Bangladesh,Asia,186150265.9817312,1982,50.00899999999999,93074406,676.9818656
Bangladesh,Asia,207530091.596807,1987,52.818999999999996,103764241,751.9794035
Bangladesh,Asia,227410945.65632862,1992,56.018,113704579,837.8101642999999
Bangladesh,Asia,246632640.36407042,1997,59.412,123315288,972.7700352
Bangladesh,Asia,271315976.80686,2002,62.013000000000005,135656790,1136.3904300000002
Bangladesh,Asia,300899588.631584,2007,64.062,150448339,1391.253792
Belgium,Europe,17477632.210254,1952,68.0,8730405,8343.105126999999
Belgium,Europe,17997790.401246,1957,69.24,8989111,9714.960623
Belgium,Europe,18458922.91352,1962,70.25,9218400,10991.20676
Belgium,Europe,19139439.96238,1967,70.94,9556500,13149.04119
Belgium,Europe,19451687.16712,1972,71.44,9709100,16672.14356
Belgium,Europe,19681981.54896,1977,72.8,9821800,19117.97448
Belgium,Europe,19754713.55178,1982,73.93,9856303,20979.84589
Belgium,Europe,19785601.82616,1987,75.35,9870200,22525.56308
Belgium,Europe,20142548.061380003,1992,76.46,10045622,25575.57069
Belgium,Europe,20454851.453259997,1997,77.53,10199787,27561.196630000002
Belgium,Europe,20685068.4075,2002,78.32,10311970,30485.88375
Belgium,Europe,20851996.092159998,2007,79.441,10392226,33692.60508
Benin,Africa,3478831.9504,1952,38.223,1738315,1062.7522
Benin,Africa,3852345.918161,1957,40.358000000000004,1925173,959.6010805
Benin,Africa,4305774.2341281995,1962,42.618,2151895,949.4990641
Benin,Africa,4856829.432821999,1967,44.885,2427334,1035.831411
Benin,Africa,5525079.621758,1972,47.013999999999996,2761407,1085.796879
Benin,Africa,6338690.702502,1977,49.19,3168267,1029.161251
Benin,Africa,7285863.603232,1982,50.903999999999996,3641603,1277.897616
Benin,Africa,8490132.386020001,1987,52.336999999999996,4243788,1225.85601
Benin,Africa,9965832.253362,1992,53.919,4981671,1191.207681
Benin,Africa,12134735.504584,1997,54.777,6066080,1232.975292
Benin,Africa,14055080.567862,2002,54.406000000000006,7026113,1372.877931
Benin,Africa,16159624.025746,2007,56.728,8078314,1441.284873
Bolivia,Americas,5772065.480694,1952,40.414,2883315,2677.3263469999997
Bolivia,Americas,6427815.152652,1957,41.89,3211738,2127.686326
Bolivia,Americas,7192284.801092,1962,43.428000000000004,3593918,2180.972546
Bolivia,Americas,8086593.8361060005,1967,45.032,4040665,2586.886053
Bolivia,Americas,9137798.090677999,1972,46.714,4565872,2980.331339
Bolivia,Americas,10166628.241664,1977,50.023,5079716,3548.097832
Bolivia,Americas,11290868.738904001,1982,53.858999999999995,5642224,3156.510452
Bolivia,Americas,12318359.88498,1987,57.251000000000005,6156369,2753.6914899999997
Bolivia,Americas,13792945.313388001,1992,59.957,6893451,2961.699694
Bolivia,Americas,15393152.386382,1997,62.05,7693188,3326.143191
Bolivia,Americas,16897222.29138,2002,63.883,8445134,3413.26269
Bolivia,Americas,18246079.382168,2007,65.554,9119152,3822.1370840000004
Bosnia and Herzegovina,Europe,5584054.7063895995,1952,53.82,2791000,973.5331947999999
Bosnia and Herzegovina,Europe,6154824.878352,1957,58.45,3076000,1353.989176
Bosnia and Herzegovina,Europe,6701543.227358,1962,61.93,3349000,1709.683679
Bosnia and Herzegovina,Europe,7174474.284846,1967,64.79,3585000,2172.3524230000003
Bosnia and Herzegovina,Europe,7643855.2395,1972,67.45,3819000,2860.16975
Bosnia and Herzegovina,Europe,8179196.68261,1977,69.86,4086000,3528.481305
Bosnia and Herzegovina,Europe,8353780.606314,1982,70.69,4172693,4126.613157
Bosnia and Herzegovina,Europe,8686724.509513998,1987,71.14,4338977,4314.114757
Bosnia and Herzegovina,Europe,8517263.918890001,1992,72.178,4256013,2546.781445
Bosnia and Herzegovina,Europe,7223679.199808,1997,73.244,3607000,4766.355904
Bosnia and Herzegovina,Europe,8343018.130477999,2002,74.09,4165416,6018.975239
Bosnia and Herzegovina,Europe,9119438.301606,2007,74.852,4552198,7446.298803
Botswana,Africa,886413.7262814,1952,47.622,442308,851.2411407
Botswana,Africa,951213.7010698001,1957,49.618,474639,918.2325348999999
Botswana,Africa,1027598.3479528,1962,51.52,512764,983.6539764
Botswana,Africa,1109618.0145879998,1967,53.298,553541,1214.709294
Botswana,Africa,1243341.270228,1972,56.023999999999994,619351,2263.6111140000003
Botswana,Africa,1569492.353636,1977,59.318999999999996,781472,3214.857818
Botswana,Africa,1949919.2523,1982,61.483999999999995,970347,4551.14215
Botswana,Africa,2314907.0117,1987,63.622,1151184,6205.88385
Botswana,Africa,2701261.7132900003,1992,62.745,1342614,7954.111645
Botswana,Africa,3090471.3966260003,1997,52.556000000000004,1536536,8647.142313
Botswana,Africa,3282794.47816,2002,46.63399999999999,1630347,11003.60508
Botswana,Africa,3303503.15954,2007,50.728,1639131,12569.851770000001
Brazil,Americas,113209439.72271001,1952,50.917,56602560,2108.944355
Brazil,Americas,131107423.30197799,1957,53.285,65551171,2487.365989
Brazil,Americas,152085564.50160402,1962,55.665,76039390,3336.585802
Brazil,Americas,176106620.992714,1967,57.632,88049823,3429.864357
Brazil,Americas,201690206.43093398,1972,59.504,100840058,4985.711467
Brazil,Americas,228641345.21530798,1977,61.489,114313951,6660.118654
Brazil,Americas,257940066.343756,1982,63.336000000000006,128962939,7030.835878
Brazil,Americas,285891896.60163605,1987,65.205,142938076,7807.095818000001
Brazil,Americas,311965982.680042,1992,67.057,155975974,6950.283020999999
Brazil,Americas,337109492.737648,1997,69.388,168546719,7957.980823999999
Brazil,Americas,359844828.437686,2002,71.006,179914212,8131.212843000001
Brazil,Americas,380039570.38165,2007,72.39,190010647,9065.800825
Bulgaria,Europe,14554807.773295999,1952,59.6,7274900,2444.2866480000002
Bulgaria,Europe,15308658.561454,1957,66.61,7651254,3008.670727
Bulgaria,Europe,16034539.695678,1962,69.51,8012946,4254.337839
Bulgaria,Europe,16631746.8456,1967,70.42,8310226,5577.0028
Bulgaria,Europe,17165736.788796,1972,70.9,8576200,6597.494398
Bulgaria,Europe,17609410.100876,1977,70.81,8797022,7612.240438
Bulgaria,Europe,17800786.543294,1982,71.08,8892098,8224.191647
Bulgaria,Europe,17960538.389647998,1987,71.34,8971958,8239.854824
Bulgaria,Europe,17329759.626876,1992,71.19,8658506,6302.6234380000005
Bulgaria,Europe,16144195.41752,1997,70.32,8066057,5970.38876
Bulgaria,Europe,15339135.83545,2002,72.14,7661799,7696.777725
Bulgaria,Europe,14667223.59564,2007,73.005,7322858,10680.79282
Burkina Faso,Africa,8941108.4604826,1952,31.975,4469979,543.2552413
Burkina Faso,Africa,9428136.1789296,1957,34.906,4713416,617.1834647999999
Burkina Faso,Africa,9840784.6520412,1962,37.814,4919632,722.5120206
Burkina Faso,Africa,10257541.0471194,1967,40.696999999999996,5127935,794.8265597
Burkina Faso,Africa,10869568.6539526,1972,43.591,5433886,854.7359763000001
Burkina Faso,Africa,11780727.048073601,1977,46.137,5889574,743.3870368
Burkina Faso,Africa,13270902.641171,1982,48.122,6634596,807.1985855
Burkina Faso,Africa,15175025.2402834,1987,49.556999999999995,7586551,912.0631417000001
Burkina Faso,Africa,17758570.0255462,1992,50.26,8878303,931.7527731
Burkina Faso,Africa,20707679.2379236,1997,50.324,10352843,946.2949617999999
Burkina Faso,Africa,24504594.590442,2002,50.65,12251209,1037.645221
Burkina Faso,Africa,28654944.655988,2007,52.295,14326203,1217.032994
Burundi,Africa,4891992.6549174,1952,39.031,2445618,339.29645869999996
Burundi,Africa,5335876.1952562,1957,40.533,2667518,379.56462810000005
Burundi,Africa,5924624.4964546,1962,42.045,2961915,355.2032273
Burundi,Africa,6662891.0510272,1967,43.548,3330989,412.97751360000007
Burundi,Africa,7060982.3130078,1972,44.056999999999995,3529983,464.0995039
Burundi,Africa,7670034.026530201,1977,45.91,3834415,556.1032651
Burundi,Africa,9162034.148462,1982,47.471000000000004,4580410,559.6032309999999
Burundi,Africa,10253386.0596378,1987,48.211000000000006,5126023,621.8188188999999
Burundi,Africa,11619824.8717556,1992,44.736000000000004,5809236,631.6998778
Burundi,Africa,12244236.882295601,1997,45.326,6121610,463.1151478
Burundi,Africa,14043143.5270252,2002,47.36,7021078,446.4035126
Burundi,Africa,16781969.3013832,2007,49.58,8390505,430.07069160000003
Cambodia,Asia,9388487.7725712,1952,39.417,4693836,368.46928560000003
Cambodia,Asia,10646022.8086728,1957,41.36600000000001,5322536,434.0383364
Cambodia,Asia,12168318.657295201,1962,43.415,6083619,496.9136476
Cambodia,Asia,13921271.6946284,1967,45.415,6960067,523.4323142
Cambodia,Asia,14902135.882051399,1972,40.317,7450606,421.6240257
Cambodia,Asia,13958326.384366399,1977,31.22,6978607,524.9721831999999
Cambodia,Asia,14546320.8649568,1982,50.957,7272485,624.4754784
Cambodia,Asia,16745057.6191464,1987,53.913999999999994,8371791,683.8955732000001
Cambodia,Asia,20301664.212350998,1992,55.803000000000004,10150094,682.3031755
Cambodia,Asia,23567505.63834,1997,56.534,11782962,734.28517
Cambodia,Asia,25855319.9560306,2002,56.751999999999995,12926707,896.2260152999999
Cambodia,Asia,28267263.003372,2007,59.723,14131858,1713.7786859999999
Cameroon,Africa,10020556.381310001,1952,38.523,5009067,1172.667655
Cameroon,Africa,10722552.952198,1957,40.428000000000004,5359923,1313.048099
Cameroon,Africa,11590150.500882,1962,42.643,5793633,1399.607441
Cameroon,Africa,12674118.504296,1967,44.799,6335506,1508.453148
Cameroon,Africa,14045518.391056,1972,47.049,7021028,1684.1465280000002
Cameroon,Africa,15923395.575746002,1977,49.355,7959865,1783.432873
Cameroon,Africa,18506503.888563998,1982,52.961000000000006,9250831,2367.983282
Cameroon,Africa,21566649.298412,1987,54.985,10780667,2602.664206
Cameroon,Africa,24938036.954556,1992,54.31399999999999,12467171,1793.1632780000002
Cameroon,Africa,28395111.072938,1997,52.199,14195809,1694.337469
Cameroon,Africa,31863943.734898,2002,49.856,15929988,1934.0114489999999
Cameroon,Africa,35396771.05048,2007,50.43,17696293,2042.0952399999999
Canada,Americas,29594039.82224,1952,68.75,14785584,11367.16112
Canada,Americas,34045427.82012,1957,69.96,17010154,12489.95006
Canada,Americas,37998765.571100004,1962,71.3,18985849,13462.48555
Canada,Americas,41671831.43606,1967,72.13,20819767,16076.58803
Canada,Americas,44607086.901719995,1972,72.88,22284500,18970.57086
Canada,Americas,47637130.18612,1977,74.21,23796400,22090.88306
Canada,Americas,50449749.10428,1982,75.76,25201900,22898.79214
Canada,Americas,53152806.75006,1987,76.86,26549700,26626.515030000002
Canada,Americas,57099845.668519996,1992,77.95,28523502,26342.88426
Canada,Americas,60669753.071779996,1997,78.61,30305843,28954.92589
Canada,Americas,63871353.47014,2002,79.77,31902268,33328.96507
Canada,Americas,66853081.776020005,2007,80.653,33390141,36319.235010000004
Central African Republic,Africa,2585603.547426,1952,35.463,1291695,1071.310713
Central African Republic,Africa,2787024.616656,1957,37.464,1392284,1190.844328
Central African Republic,Africa,3049421.0875060004,1962,39.475,1523478,1193.068753
Central African Republic,Africa,3469631.0692299996,1967,41.478,1733638,1136.056615
Central African Republic,Africa,3856746.94055,1972,43.457,1927260,1070.013275
Central African Republic,Africa,4337378.298676,1977,46.775,2167533,1109.374338
Central African Republic,Africa,4955952.0959813995,1982,48.295,2476971,956.7529906999999
Central African Republic,Africa,5681808.7227008,1987,50.485,2840009,844.8763504000001
Central African Republic,Africa,6531842.6030504005,1992,49.396,3265124,747.9055252
Central African Republic,Africa,7394599.1446634,1997,46.066,3696513,740.5063317
Central African Republic,Africa,8097589.9972136,2002,43.308,4048013,738.6906068
Central African Republic,Africa,8739577.515074002,2007,44.74100000000001,4369038,706.016537
Chad,Africa,5367357.515854,1952,38.092,2682462,1178.665927
Chad,Africa,5792406.753154,1957,39.881,2894855,1308.495577
Chad,Africa,6303697.067236,1962,41.716,3150417,1389.817618
Chad,Africa,6994414.823129999,1967,43.601000000000006,3495967,1196.810565
Chad,Africa,7800435.345974,1972,45.568999999999996,3899068,1104.103987
Chad,Africa,8778882.735900002,1977,47.383,4388260,1133.98495
Chad,Africa,9751930.8502012,1982,49.516999999999996,4875118,797.9081006
Chad,Africa,10999916.874258,1987,51.051,5498955,952.3861289999999
Chad,Africa,12861053.5766,1992,51.724,6429417,1058.0643
Chad,Africa,15126135.068706,1997,51.573,7562011,1004.9613529999999
Chad,Africa,17673891.41372,2002,50.525,8835739,1156.18186
Chad,Africa,20481123.429448,2007,50.651,10238807,1704.0637239999999
Chile,Americas,12763227.447578,1952,54.745,6377619,3939.9787890000002
Chile,Americas,14105595.393446,1957,56.074,7048426,4315.6227229999995
Chile,Americas,15931670.036662,1962,57.924,7961258,4519.094331
Chile,Americas,17728150.354626,1967,60.523,8858908,5106.654313
Chile,Americas,19446162.930873998,1972,63.441,9717524,5494.024437
Chile,Americas,21209233.631672,1977,67.05199999999999,10599793,4756.763836
Chile,Americas,22984556.461476,1982,70.565,11487112,5095.665738000001
Chile,Americas,24937947.111508,1987,72.492,12463354,5547.063754
Chile,Americas,27161328.503928002,1992,74.126,13572994,7596.125964
Chile,Americas,29220245.73836,1997,75.816,14599929,10118.053179999999
Chile,Americas,31015805.287699997,2002,77.86,15497046,10778.78385
Chile,Americas,32595982.3837,2007,78.553,16284741,13171.63885
China,Asia,1112527942.897222,1952,44.0,556263527,400.44861099999997
China,Asia,1274817253.0719218,1957,50.54896,637408000,575.9870009
China,Asia,1331541064.3507566,1962,44.50136,665770000,487.6740183
China,Asia,1509101342.1736267,1967,58.381119999999996,754550000,612.7056934
China,Asia,1724061480.0379443,1972,63.118880000000004,862030000,676.9000921
China,Asia,1886911610.4096599,1977,63.96736,943455000,741.2374699
China,Asia,2000564055.892761,1982,65.525,1000281000,962.4213804999999
China,Asia,2168072892.3560357,1987,67.274,1084035000,1378.904018
China,Asia,2329943448.948316,1992,68.69,1164970000,1655.784158
China,Asia,2460154719.3202724,1997,70.426,1230075000,2289.234136
China,Asia,2560806382.617792,2002,72.028,1280400000,3119.280896
China,Asia,2637376256.151708,2007,72.961,1318683096,4959.1148539999995
Colombia,Americas,24705931.516191997,1952,50.643,12350771,2144.115096
Colombia,Americas,28976743.847162,1957,55.118,14485993,2323.805581
Colombia,Americas,34024870.42821801,1962,57.863,17009885,2492.351109
Colombia,Americas,39533531.385678,1967,59.963,19764027,2678.729839
Colombia,Americas,45092432.566082,1972,61.623000000000005,22542890,3264.660041
Colombia,Americas,50196583.28974,1977,63.836999999999996,25094412,3815.80787
Colombia,Americas,55538216.457318,1982,66.653,27764644,4397.575659
Colombia,Americas,61938431.974199995,1987,67.768,30964245,4903.2191
Colombia,Americas,68416468.13923399,1992,68.421,34202721,5444.648617
Colombia,Americas,75328035.349492,1997,70.313,37657830,6117.3617460000005
Colombia,Americas,82028107.88392399,2002,71.682,41008227,5755.259962
Colombia,Americas,88469258.93883799,2007,72.889,44227550,7006.580419
Comoros,Africa,310159.41187199997,1952,40.715,153936,1102.990936
Comoros,Africa,344363.217096,1957,42.46,170928,1211.1485480000001
Comoros,Africa,386280.230556,1962,44.467,191689,1406.648278
Comoros,Africa,438601.003286,1967,46.472,217378,1876.029643
Comoros,Africa,504027.04335,1972,48.943999999999996,250027,1937.577675
Comoros,Africa,611925.084094,1977,50.93899999999999,304739,1172.603047
Comoros,Africa,699926.0661660001,1982,52.933,348643,1267.100083
Comoros,Africa,792969.813624,1987,54.926,395114,1315.980812
Comoros,Africa,911467.69274,1992,57.93899999999999,454429,1246.90737
Comoros,Africa,1058432.55647,1997,60.66,527982,1173.618235
Comoros,Africa,1231041.5711160002,2002,62.974,614382,1075.811558
Comoros,Africa,1424022.5997584,2007,65.152,710960,986.1478792000001
"Congo, Dem. Rep.",Africa,28201649.370651398,1952,39.143,14100005,780.5423257
"Congo, Dem. Rep.",Africa,31157757.024460603,1957,40.652,15577932,905.8602302999999
"Congo, Dem. Rep.",Africa,34974744.873267,1962,42.122,17486434,896.3146335000001
"Congo, Dem. Rep.",Africa,39883957.2984848,1967,44.056000000000004,19941073,861.5932424
"Congo, Dem. Rep.",Africa,46017239.770137,1972,45.989,23007669,904.8960685000001
"Congo, Dem. Rep.",Africa,52963427.122564,1977,47.803999999999995,26480870,795.757282
"Congo, Dem. Rep.",Africa,61294433.063636206,1982,47.784,30646495,673.7478181
"Congo, Dem. Rep.",Africa,70964730.373624,1987,47.412,35481645,672.774812
"Congo, Dem. Rep.",Africa,83345292.5343614,1992,45.548,41672143,457.7191807
"Congo, Dem. Rep.",Africa,95598681.550846,1997,42.586999999999996,47798986,312.188423
"Congo, Dem. Rep.",Africa,110760276.263753,2002,44.966,55379852,241.16587650000002
"Congo, Dem. Rep.",Africa,129214166.0277174,2007,46.461999999999996,64606759,277.55185869999997
"Congo, Rep.",Africa,1714105.464836,1952,42.111000000000004,854885,2125.621418
"Congo, Rep.",Africa,1885636.219144,1957,45.053000000000004,940458,2315.056572
"Congo, Rep.",Africa,2100874.4363140003,1962,48.435,1047924,2464.783157
"Congo, Rep.",Africa,2364979.959284,1967,52.04,1179760,2677.9396420000003
"Congo, Rep.",Africa,2687452.119366,1972,54.907,1340458,3213.152683
"Congo, Rep.",Africa,3080167.607956,1977,55.625,1536769,3259.178978
"Congo, Rep.",Africa,3559342.405044,1982,56.695,1774735,4879.507522
"Congo, Rep.",Africa,4136707.329874,1987,57.47,2064095,4201.194936999999
"Congo, Rep.",Africa,4826291.345058001,1992,56.433,2409073,4016.239529
"Congo, Rep.",Africa,5608968.252752,1997,52.961999999999996,2800947,3484.1643759999997
"Congo, Rep.",Africa,6664664.063940001,2002,52.97,3328795,3484.06197
"Congo, Rep.",Africa,7608595.759596,2007,55.321999999999996,3800610,3632.557798
Costa Rica,Americas,1858002.4309420001,1952,57.206,926317,2627.0094710000003
Costa Rica,Americas,2230700.0736040003,1957,60.026,1112300,2990.010802
Costa Rica,Americas,2697421.55805,1962,62.842,1345187,3460.937025
Costa Rica,Americas,3185888.3036680003,1967,65.42399999999999,1588717,4161.727834
Costa Rica,Americas,3679963.991878,1972,67.84899999999999,1834796,5118.146939
Costa Rica,Americas,4228909.253934,1977,70.75,2108457,5926.876967
Costa Rica,Americas,4859406.3695020005,1982,73.45,2424367,5262.734751
Costa Rica,Americas,5611031.334636,1987,74.752,2799811,5629.915318
Costa Rica,Americas,6358904.258634,1992,75.71300000000001,3173216,6160.416317
Costa Rica,Americas,7049722.6106279995,1997,77.26,3518107,6677.045314
Costa Rica,Americas,7685471.14039,2002,78.123,3834934,7723.447195000001
Costa Rica,Americas,8287215.686840001,2007,78.782,4133884,9645.06142
Cote d'Ivoire,Africa,5956896.143464,1952,40.477,2977019,1388.594732
Cote d'Ivoire,Africa,6603086.72985,1957,42.468999999999994,3300000,1500.895925
Cote d'Ivoire,Africa,7668363.598856,1962,44.93,3832408,1728.8694280000002
Cote d'Ivoire,Africa,9493938.800946,1967,47.35,4744870,2052.0504730000002
Cote d'Ivoire,Africa,12148248.004222,1972,49.801,6071696,2378.201111
Cote d'Ivoire,Africa,14924288.221094,1977,52.373999999999995,7459574,2517.736547
Cote d'Ivoire,Africa,18057215.386338,1982,53.983000000000004,9025951,2602.710169
Cote d'Ivoire,Africa,21526619.222138,1987,54.655,10761098,2156.9560690000003
Cote d'Ivoire,Africa,25548592.235581998,1992,52.044,12772596,1648.073791
Cote d'Ivoire,Africa,29255602.512814,1997,47.99100000000001,14625967,1786.265407
Cote d'Ivoire,Africa,32508843.265646,2002,46.832,16252726,1648.800823
Cote d'Ivoire,Africa,36030004.156224005,2007,48.328,18013409,1544.750112
Croatia,Europe,7770818.8930399995,1952,61.21,3882229,3119.23652
Croatia,Europe,7991290.003234,1957,64.77,3991242,4338.231617
Croatia,Europe,8164204.040035999,1962,67.13,4076557,5477.890018
Croatia,Europe,8362789.595722,1967,68.5,4174366,6960.297861
Croatia,Europe,8469087.400254,1972,69.61,4225310,9164.090127
Croatia,Europe,8660098.050339999,1977,70.64,4318673,11305.38517
Croatia,Europe,8853320.56368,1982,70.46,4413368,13221.82184
Croatia,Europe,8996408.20788,1987,71.52,4484310,13822.58394
Croatia,Europe,9005066.643746,1992,72.527,4494013,8447.794873
Croatia,Europe,8909088.56903,1997,73.68,4444595,9875.604515
Croatia,Europe,8985446.5299,2002,74.876,4481020,11628.38895
Croatia,Europe,9016013.94144,2007,75.748,4493312,14619.222719999998
Cuba,Americas,12026885.91956,1952,59.42100000000001,6007797,5586.53878
Cuba,Americas,13293812.998718001,1957,62.325,6640752,6092.174359000001
Cuba,Americas,14519238.00382,1962,65.24600000000001,7254373,5180.75591
Cuba,Americas,16290181.11603,1967,68.29,8139332,5690.268015
Cuba,Americas,17673448.336512,1972,70.723,8831348,5305.445256
